date,title,release_date,platform,subsidiary,account,distributor,units_sold,weeks_before_launch,preorder_status
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Gamestop Canada,Solutions 2 Go,20.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Gamestop Canada,Solutions 2 Go,21.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Gamestop Canada,Solutions 2 Go,16.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Gamestop Canada,Solutions 2 Go,18.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Gamestop Canada,Solutions 2 Go,19.0,32,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target,U&I,15.0,38,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target,U&I,15.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target,U&I,15.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target,U&I,16.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target,U&I,15.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target,U&I,15.0,32,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target,U&I,15.0,31,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target.com,U&I,23.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target.com,U&I,15.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target.com,U&I,15.0,38,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target.com,U&I,15.0,36,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,GameStop,U&I,16.0,34,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,GameStop,U&I,20.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target.com,U&I,15.0,35,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,GameStop,U&I,18.0,37,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target.com,U&I,15.0,32,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target.com,U&I,15.0,31,Current
2023-03-18,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Amazon CA,,18.0,42,Current
2023-03-25,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Amazon CA,,18.0,41,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Amazon CA,,16.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Amazon CA,,15.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Amazon CA,,15.0,38,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Amazon CA,,15.0,37,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Amazon CA,,17.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Amazon CA,,15.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Amazon CA,,15.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Amazon CA,,16.0,32,Current
2023-03-25,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Best Buy,U&I,17.0,41,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Best Buy,U&I,16.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Best Buy,U&I,16.0,39,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Best Buy,U&I,19.0,36,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Best Buy,U&I,17.0,33,Current
2023-03-18,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,GameStop,U&I,15.0,42,Current
2023-03-25,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,GameStop,U&I,32.0,41,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,GameStop,U&I,26.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,GameStop,U&I,18.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,GameStop,U&I,19.0,38,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target.com,U&I,15.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target.com,U&I,16.0,34,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target.com,U&I,15.0,32,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS5,US,Target.com,U&I,15.0,31,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,15.0,31,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Gamestop Canada,Solutions 2 Go,15.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Gamestop Canada,Solutions 2 Go,16.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Gamestop Canada,Solutions 2 Go,16.0,38,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Gamestop Canada,Solutions 2 Go,15.0,37,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Gamestop Canada,Solutions 2 Go,16.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Gamestop Canada,Solutions 2 Go,18.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Gamestop Canada,Solutions 2 Go,15.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Gamestop Canada,Solutions 2 Go,15.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Gamestop Canada,Solutions 2 Go,16.0,32,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target,U&I,15.0,38,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target,U&I,15.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target,U&I,15.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target,U&I,15.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target,U&I,15.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target,U&I,15.0,32,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target,U&I,15.0,31,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target.com,U&I,18.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target.com,U&I,16.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target.com,U&I,15.0,38,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target.com,U&I,15.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target.com,U&I,15.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Target.com,U&I,15.0,34,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,15.0,32,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,16.0,33,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,15.0,34,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Amazon CA,,15.0,32,Current
2023-03-18,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Amazon CA,,16.0,42,Current
2023-03-25,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Amazon CA,,15.0,41,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Amazon CA,,16.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Amazon CA,,15.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Amazon CA,,15.0,38,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Amazon CA,,15.0,37,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Amazon CA,,15.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Amazon CA,,17.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Amazon CA,,15.0,33,Current
2023-03-25,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Best Buy,U&I,18.0,41,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,17.0,35,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Best Buy,U&I,16.0,40,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,Best Buy,U&I,19.0,31,Current
2023-03-18,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,15.0,42,Current
2023-03-25,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,16.0,41,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,19.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,16.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,17.0,38,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,16.0,37,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,US,GameStop,U&I,16.0,36,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target.com,U&I,15.0,34,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target.com,U&I,15.0,36,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,Argos Online,Centresoft,15.0,32,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,15.0,31,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,24.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,22.0,38,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,27.0,37,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,19.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,19.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,20.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,20.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,16.0,32,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target,U&I,15.0,38,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target,U&I,15.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target,U&I,15.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target,U&I,15.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target,U&I,17.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target,U&I,16.0,32,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target,U&I,15.0,31,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target.com,U&I,17.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target.com,U&I,15.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target.com,U&I,15.0,38,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target.com,U&I,15.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target.com,U&I,15.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target.com,U&I,15.0,34,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target.com,U&I,16.0,32,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Target.com,U&I,15.0,31,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Gamestop Canada,Solutions 2 Go,24.0,40,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,18.0,32,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target.com,U&I,15.0,38,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,18.0,33,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,Argos Online,Centresoft,15.0,31,Current
2023-03-18,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,16.0,42,Current
2023-03-25,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,16.0,41,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,15.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,15.0,38,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,15.0,37,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,15.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,15.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,16.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,15.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,16.0,32,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,XSX,UK/EU,GAME,U&I,16.0,31,Current
2023-03-25,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Best Buy,U&I,17.0,41,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,Best Buy,U&I,17.0,40,Current
2023-03-18,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,15.0,42,Current
2023-03-25,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,21.0,41,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,17.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,21.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,18.0,38,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,17.0,37,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,15.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,19.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,Nintendo Switch,US,GameStop,U&I,17.0,34,Current
2023-03-18,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,None,US,Amazon CA,,18.0,42,Current
2023-03-25,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,None,US,Amazon CA,,16.0,41,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,None,US,Amazon CA,,17.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,None,US,Amazon CA,,15.0,39,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,GameStop,U&I,16.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,GameStop,U&I,15.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,GameStop,U&I,15.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,GameStop,U&I,15.0,32,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,GameStop,U&I,15.0,31,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Gamestop Canada,Solutions 2 Go,17.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Gamestop Canada,Solutions 2 Go,19.0,39,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,38,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,37,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Gamestop Canada,Solutions 2 Go,17.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Gamestop Canada,Solutions 2 Go,15.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Gamestop Canada,Solutions 2 Go,16.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Gamestop Canada,Solutions 2 Go,17.0,32,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target,U&I,15.0,38,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target,U&I,15.0,36,Current
2023-05-06,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target,U&I,15.0,35,Current
2023-05-13,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target,U&I,15.0,34,Current
2023-05-20,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target,U&I,15.0,33,Current
2023-05-27,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target,U&I,15.0,32,Current
2023-06-03,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target,U&I,15.0,31,Current
2023-04-01,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target.com,U&I,17.0,40,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Target.com,U&I,15.0,39,Current
2023-04-29,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,GameStop,U&I,15.0,36,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,GameStop,U&I,16.0,37,Current
2023-04-15,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,GameStop,U&I,15.0,38,Current
2023-04-08,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,PS4,US,Amazon CA,,15.0,39,Current
2023-04-22,Tintin Reporter: Cigars of the Pharaoh - Limited Edition,2023-12-31,None,US,Amazon CA,,15.0,37,Current
